season,round,circuitId,time,driverId
2008,11,hungaroring,01:37:27.067000,kovalainen
2008,10,hockenheimring,01:31:20.874000,hamilton
2008,9,silverstone,01:39:09.440000,hamilton
2008,8,magny_cours,01:31:50.245000,massa
2008,7,villeneuve,01:36:24.227000,kubica
2008,6,monaco,02:00:42.742000,hamilton
2008,5,istanbul,01:26:49.451000,massa
2008,4,catalunya,01:38:19.051000,raikkonen
2008,3,bahrain,01:31:06.970000,massa
2008,2,sepang,01:31:18.555000,raikkonen
2008,1,albert_park,01:34:50.616000,hamilton
2007,17,interlagos,01:28:15.270000,raikkonen
2007,16,shanghai,01:37:58.395000,raikkonen
2007,15,fuji,02:00:34.579000,hamilton
2007,14,spa,01:20:39.066000,raikkonen
2007,13,monza,01:18:37.806000,alonso
2007,12,istanbul,01:26:42.161000,massa
2007,11,hungaroring,01:35:52.991000,hamilton
2007,10,nurburgring,02:06:26.358000,alonso
2007,9,silverstone,01:21:43.074000,raikkonen
2007,8,magny_cours,01:30:54.200000,raikkonen
2007,7,indianapolis,01:31:09.965000,hamilton
2007,6,villeneuve,01:44:11.292000,hamilton
2007,5,monaco,01:40:29.329000,alonso
2007,4,catalunya,01:31:36.230000,massa
2007,3,bahrain,01:33:27.515000,massa
2007,2,sepang,01:32:14.930000,alonso
2007,1,albert_park,01:25:28.770000,raikkonen
2006,18,interlagos,01:31:53.751000,massa
2006,17,suzuka,01:23:52.413000,alonso
2006,16,shanghai,01:37:32.747000,michael_schumacher
2006,15,monza,01:14:51.975000,michael_schumacher
2006,14,istanbul,01:28:51.082000,massa
2006,13,hungaroring,01:52:20.941000,button
2006,12,hockenheimring,01:27:51.693000,michael_schumacher
2006,11,magny_cours,01:32:07.803000,michael_schumacher
2006,10,indianapolis,01:34:35.199000,michael_schumacher
2006,9,villeneuve,01:34:37.308000,alonso
2006,8,silverstone,01:25:51.927000,alonso
2006,7,monaco,01:43:43.116000,alonso
2006,6,catalunya,01:26:21.759000,alonso
2006,5,nurburgring,01:35:58.765000,michael_schumacher
2006,4,imola,01:31:06.486000,michael_schumacher
2006,3,albert_park,01:34:27.870000,alonso
2006,2,sepang,01:30:40.529000,fisichella
2006,1,bahrain,01:29:46.205000,alonso
2005,19,shanghai,01:39:53.618000,alonso
2005,18,suzuka,01:29:02.212000,raikkonen
2005,17,interlagos,01:29:20.574000,montoya
2005,16,spa,01:30:01.295000,raikkonen
2005,15,monza,01:14:28.659000,montoya
2005,14,istanbul,01:24:34.454000,raikkonen
2005,13,hungaroring,01:37:25.552000,raikkonen
2005,12,hockenheimring,01:26:28.599000,alonso
2005,11,silverstone,01:24:29.588000,montoya
2005,10,magny_cours,01:31:22.232000,alonso
2005,9,indianapolis,01:29:43.181000,michael_schumacher
2005,8,villeneuve,01:32:09.290000,raikkonen
2005,7,nurburgring,01:31:46.648000,alonso
2005,6,monaco,01:45:15.556000,raikkonen
2005,5,catalunya,01:27:16.830000,raikkonen
2005,4,imola,01:27:41.921000,alonso
2005,3,bahrain,01:29:18.531000,alonso
2005,2,sepang,01:31:33.736000,alonso
2005,1,albert_park,01:24:17.336000,fisichella
2004,18,interlagos,01:28:01.451000,montoya
2004,17,suzuka,01:24:26.985000,michael_schumacher
2004,16,shanghai,01:29:12.420000,barrichello
2004,15,monza,01:15:18.448000,barrichello
2004,14,spa,01:32:35.274000,raikkonen
2004,13,hungaroring,01:35:26.131000,michael_schumacher
2004,12,hockenheimring,01:23:54.848000,michael_schumacher
2004,11,silverstone,01:24:42.700000,michael_schumacher
2004,10,magny_cours,01:30:18.133000,michael_schumacher
2004,9,indianapolis,01:40:29.914000,michael_schumacher
2004,8,villeneuve,01:28:24.803000,michael_schumacher
2004,7,nurburgring,01:32:35.101000,michael_schumacher
2004,6,monaco,01:45:46.601000,trulli
2004,5,catalunya,01:27:32.841000,michael_schumacher
2004,4,imola,01:26:19.670000,michael_schumacher
2004,3,bahrain,01:28:34.875000,michael_schumacher
2004,2,sepang,01:31:07.490000,michael_schumacher
2004,1,albert_park,01:24:15.757000,michael_schumacher
2003,16,suzuka,01:25:11.743000,barrichello
2003,15,indianapolis,01:33:35.997000,michael_schumacher
2003,14,monza,01:14:19.838000,michael_schumacher
2003,13,hungaroring,01:39:01.460000,alonso
2003,12,hockenheimring,01:28:48.769000,montoya
2003,11,silverstone,01:28:37.554000,barrichello
2003,10,magny_cours,01:30:49.213000,ralf_schumacher
2003,9,nurburgring,01:34:43.622000,ralf_schumacher
2003,8,villeneuve,01:31:13.591000,michael_schumacher
2003,7,monaco,01:42:19.010000,montoya
2003,6,osterreichring,01:24:04.888000,michael_schumacher
2003,5,catalunya,01:33:46.933000,michael_schumacher
2003,4,imola,01:28:12.058000,michael_schumacher
2003,3,interlagos,01:31:18.200000,fisichella
2003,2,sepang,01:32:22.195000,raikkonen
2003,1,albert_park,01:34:42.100000,coulthard
2002,17,suzuka,01:26:59.698000,michael_schumacher
2002,16,indianapolis,01:31:08,barrichello
2002,15,monza,01:16:19.982000,barrichello
2002,14,spa,01:21:20.634000,michael_schumacher
2002,13,hungaroring,01:41:49.001000,barrichello
2002,12,hockenheimring,01:27:52.078000,michael_schumacher
2002,11,magny_cours,01:32:09.837000,michael_schumacher
2002,10,silverstone,01:31:45.015000,michael_schumacher
2002,9,nurburgring,01:35:07.426000,barrichello
2002,8,villeneuve,01:33:36.111000,michael_schumacher
2002,7,monaco,01:45:39.055000,coulthard
2002,6,osterreichring,01:33:51.562000,michael_schumacher
2002,5,catalunya,01:30:29.981000,michael_schumacher
2002,4,imola,01:29:10.789000,michael_schumacher
2002,3,interlagos,01:31:43.662000,michael_schumacher
2002,2,sepang,01:34:12.912000,ralf_schumacher
2002,1,albert_park,01:35:36.792000,michael_schumacher
2001,17,suzuka,01:27:33.298000,michael_schumacher
2001,16,indianapolis,01:32:42.840000,hakkinen
2001,15,monza,01:16:58.493000,montoya
2001,14,spa,01:08:05.002000,michael_schumacher
2001,13,hungaroring,01:41:49.675000,michael_schumacher
2001,12,hockenheimring,01:18:17.873000,ralf_schumacher
2001,11,silverstone,01:25:33.770000,hakkinen
2001,10,magny_cours,01:33:35.636000,michael_schumacher
2001,9,nurburgring,01:29:42.724000,michael_schumacher
2001,8,villeneuve,01:34:31.522000,ralf_schumacher
2001,7,monaco,01:47:22.561000,michael_schumacher
2001,6,osterreichring,01:27:45.927000,coulthard
2001,5,catalunya,01:31:03.305000,michael_schumacher
2001,4,imola,01:30:44.817000,ralf_schumacher
2001,3,interlagos,01:39:00.834000,coulthard
2001,2,sepang,01:47:34.801000,michael_schumacher
2001,1,albert_park,01:38:26.533000,michael_schumacher
